Name,Year_of_Release,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,is_multiplatform
Rugrats: Royal Ransom,2002,"GC, PS2",Platform,THQ,Avalanche Software,0.30000000000000004,0.16,0.0,0.04,0.52,True
J-League Pro Soccer Club o Tsukurou! 3,2003,PS2,Sports,Sega,,0.0,0.0,0.52,0.0,0.52,False
Tales of Symphonia,2013,PS3,Role-Playing,Namco Bandai Games,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,False
Mystery Dungeon: Shiren the Wanderer,2006,DS,Role-Playing,Sega,ChunSoft,0.17,0.0,0.33,0.02,0.52,False
Jikkyou Powerful Pro Yakyuu 11,2004,"GC, PS2",Sports,Konami Digital Entertainment,,0.0,0.0,0.51,0.0,0.52,True
Swing Away Golf,2000,PS2,Sports,Electronic Arts,T&E Soft,0.17,0.13,0.18,0.04,0.52,False
MySims Party,2009,"DS, Wii",Simulation,Electronic Arts,EA Games,0.32,0.13999999999999999,0.0,0.05,0.51,True
International Superstar Soccer 2000 (All region sales),1999,N64,Sports,Konami Digital Entertainment,,0.01,0.26,0.22,0.02,0.51,False
NHL FaceOff 98,1997,PS,Sports,Sony Computer Entertainment,,0.28,0.19,0.0,0.03,0.51,False
Pac-Man Fever,2001,PS2,Misc,Sony Computer Entertainment,Mass Media,0.25,0.2,0.0,0.07,0.51,False
Ace Combat Zero: The Belkan War,2006,PS2,Simulation,Namco Bandai Games,Namco,0.15,0.12,0.2,0.04,0.51,False
Disney's Kim Possible: Revenge of Monkey Fist,2002,GBA,Platform,THQ,Digital Eclipse,0.37,0.14,0.0,0.01,0.51,False
River Raid II,1988,2600,Shooter,Activision,,0.47,0.03,0.0,0.01,0.51,False
Naruto Shippuden: Clash of Ninja Revolution 3,2009,Wii,Fighting,Nintendo,8ing/Raizing,0.44,0.03,0.0,0.04,0.51,False
Wrecking Crew,1985,NES,Platform,Nintendo,,0.0,0.0,0.51,0.0,0.51,False
Fishing Derby,,2600,Sports,Activision,,0.48,0.03,0.0,0.01,0.51,False
Dai-4-Ji Super Robot Taisen S,1996,PS,Strategy,Banpresto,,0.0,0.0,0.48,0.03,0.51,False
Classic Word Games,2009,DS,Misc,Ubisoft,Ubisoft,0.09,0.36,0.0,0.06,0.51,False
Spectrobes: Beyond the Portals,2008,DS,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia",0.36,0.11,0.0,0.04,0.51,False
Family Guy: Back to the Multiverse,2012,"PS3, X360",Action,Activision,Heavy Iron Studios,0.26,0.19,0.0,0.06,0.51,True
Soul Sacrifice,2013,PSV,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept",0.15,0.08,0.22,0.06,0.51,False
Jam With the Band,2008,DS,Misc,Nintendo,,0.0,0.0,0.51,0.0,0.51,False
Wacky Races: Crash & Dash,2008,"DS, Wii",Racing,Eidos Interactive,,0.46,0.0,0.0,0.03,0.51,True
The 3rd Birthday,2010,PSP,Role-Playing,Square Enix,HexaDrive,0.13,0.07,0.27,0.05,0.51,False
Dragon Ball Z: Supersonic Warriors,2004,GBA,Fighting,Atari,Arc System Works,0.36,0.13,0.0,0.01,0.51,False
Silent Hill HD Collection,2012,"PS3, X360",Action,Konami Digital Entertainment,Hijinx Studios,0.26,0.16,0.04,0.06,0.51,True
The Bureau: XCOM Declassified,2013,"PC, PS3, X360",Shooter,Take-Two Interactive,2K Marin,0.18,0.28,0.0,0.06,0.51,True
Summoner,2000,PS2,Role-Playing,THQ,Volition Inc.,0.25,0.2,0.0,0.07,0.51,False
Bottom of the 9th,1996,"N64, PS",Sports,Konami Digital Entertainment,,0.45,0.05,0.0,0.01,0.51,True
Lair,2007,PS3,Action,Sony Computer Entertainment,"Factor 5, SCE/WWS",0.36,0.03,0.08,0.04,0.51,False
Men in Black II: Alien Escape,2002,"GC, PS2",Shooter,Infogrames,Atari,0.25,0.19,0.0,0.06,0.51,True
International Track & Field,1996,PS,Sports,Konami Digital Entertainment,,0.08,0.05,0.35,0.03,0.51,False
Dynasty Warriors,2004,PSP,Action,Tecmo Koei,Koei,0.18,0.0,0.3,0.02,0.51,False
100 All-Time Favorites,2009,DS,Puzzle,Ubisoft,Ubisoft,0.35,0.12,0.0,0.04,0.51,False
Paws & Claws: Pet Resort,2006,"DS, GBA, Wii",Simulation,THQ,,0.43999999999999995,0.04,0.0,0.03,0.51,True
Virtual Pool,1997,PS,Sports,Interplay,,0.28,0.19,0.0,0.03,0.51,False
Way of the Samurai,2002,PS2,Action,Eidos Interactive,Acquire,0.13,0.1,0.25,0.03,0.51,False
Neopets Puzzle Adventure,2008,"DS, Wii",Puzzle,Capcom,Infinite Interactive,0.44,0.02,0.0,0.04,0.51,True
HSX HyperSonic.Xtreme,2002,PS2,Racing,Midas Interactive Entertainment,Blade Interactive,0.25,0.2,0.0,0.07,0.51,False
One Piece: Burning Blood,2016,"PS4, PSV, XOne",Fighting,Namco Bandai Games,Spike Chunsoft,0.14,0.16999999999999998,0.14,0.060000000000000005,0.51,True
Leisure Suit Larry: Magna Cum Laude,2004,"PS2, XB",Adventure,Vivendi Games,High Voltage Software,0.29000000000000004,0.17,0.0,0.05,0.51,True
Final Fantasy,2000,WS,Role-Playing,SquareSoft,,0.0,0.0,0.51,0.0,0.51,False
Disney Princess: Enchanting Storybooks,2011,"DS, Wii",Misc,THQ,Page 44 Studios,0.32,0.13,0.0,0.04,0.51,True
Rugrats: Scavenger Hunt,1999,N64,Misc,THQ,,0.41,0.09,0.0,0.01,0.51,False
SoulCalibur: Broken Destiny,2009,PSP,Fighting,Namco Bandai Games,Bandai Namco Games,0.12,0.2,0.07,0.12,0.51,False
Atelier Totori: The Adventurer of Arland,2010,"PS3, PSV",Role-Playing,Gust,Gust,0.12,0.06,0.3,0.03,0.51,True
Monster Hunter,2004,PS2,Role-Playing,Capcom,Capcom,0.11,0.08,0.28,0.03,0.5,False
Parodius,1994,"PS, SAT",Shooter,Konami Digital Entertainment,,0.0,0.0,0.47,0.02,0.5,True
Road Rash: Jailbreak,1999,"GBA, PS",Racing,Electronic Arts,Magic Pockets,0.29000000000000004,0.18,0.0,0.03,0.5,True
Happy Feet Two,2011,"3DS, DS, PS3, Wii, X360",Action,Warner Bros. Interactive Entertainment,WayForward,0.39,0.05,0.0,0.05,0.5,True
Paws & Claws: Dogs & Cats Best Friends,2007,DS,Simulation,THQ,,0.46,0.01,0.0,0.04,0.5,False
Super Robot Taisen MX,2004,PS2,Strategy,Banpresto,,0.0,0.0,0.5,0.0,0.5,False
Rayman Advance,2001,GBA,Platform,Ubisoft,Digital Eclipse,0.36,0.13,0.0,0.01,0.5,False
Super Famista 5,1996,SNES,Sports,Namco Bandai Games,,0.0,0.0,0.5,0.0,0.5,False
Prince of Persia Trilogy,2010,PS3,Action,Ubisoft,,0.17,0.24,0.0,0.09,0.5,False
The Mummy Returns,2001,PS2,Action,Universal Interactive,Blitz Games,0.25,0.19,0.0,0.06,0.5,False
Midnight Magic,1983,2600,Action,Atari,,0.47,0.03,0.0,0.01,0.5,False
RealSports Tennis,1982,2600,Sports,Atari,,0.46,0.03,0.0,0.01,0.5,False
RPG Maker,1997,PS,Role-Playing,ASCII Entertainment,Kuusou Kagaku,0.11,0.07,0.29,0.03,0.5,False
Dance Dance Revolution Universe 2,2007,X360,Simulation,Konami Digital Entertainment,Konami,0.46,0.0,0.0,0.04,0.5,False
Sid Meier's Pirates!,2005,"PSP, Wii, XB",Strategy,Take-Two Interactive,,0.4,0.06,0.0,0.04,0.5,True
Gauntlet,1982,2600,Action,Answer Software,,0.46,0.03,0.0,0.01,0.5,False
Metal Gear Solid HD Edition,2011,"PS3, PSV, X360",Action,Konami Digital Entertainment,Konami,0.12,0.16,0.16000000000000003,0.06,0.5,True
SplashDown: Rides Gone Wild,2003,PS2,Racing,THQ,Rainbow Studios,0.24,0.19,0.0,0.06,0.5,False
Bases Loaded '96: Double Header,1995,PS,Sports,Jaleco,,0.28,0.19,0.0,0.03,0.5,False
Superman: Shadow of Apokolips,2002,"GC, PS2",Action,Atari,Atari,0.27,0.18,0.0,0.05,0.5,True
Raiders of the Lost Ark,1981,2600,Action,Atari,,0.46,0.03,0.0,0.01,0.5,False
Final Fantasy II Anniversary Edition,2007,PSP,Role-Playing,Square Enix,TOSE,0.36,0.02,0.07,0.04,0.5,False
Clash of Elementalists,2010,"3DS, DS",Action,Level 5,Teyon,0.0,0.03,0.47,0.0,0.5,True
The Club,2008,"PS3, X360",Shooter,Sega,Bizarre Creations,0.29000000000000004,0.17,0.0,0.05,0.5,True
Sega Bass Fishing,2008,Wii,Sports,Sega,Cavia Inc.,0.45,0.01,0.0,0.04,0.5,False
Chopper Command,1982,2600,Shooter,Activision,,0.47,0.03,0.0,0.01,0.5,False
Tactics Ogre: The Knight of Lodis,2001,GBA,Role-Playing,Nintendo,Quest,0.13,0.05,0.31,0.01,0.5,False
Diner Dash: Sizzle & Serve,2007,"DS, PSP",Puzzle,Eidos Interactive,,0.44,0.02,0.0,0.04,0.5,True
Theatrhythm: Final Fantasy,2012,3DS,Misc,Square Enix,Indies Zero,0.22,0.07,0.18,0.02,0.5,False
NHL 08,2007,"PS3, X360",Action,Electronic Arts,EA Canada,0.38,0.06999999999999999,0.0,0.05,0.5,True
Dead or Alive Ultimate,2004,XB,Fighting,Tecmo Koei,Team Ninja,0.3,0.1,0.08,0.02,0.5,False
Super Robot Taisen Z,2008,PS2,Strategy,Namco Bandai Games,,0.0,0.0,0.5,0.0,0.5,False
PoPoLoCrois Monogatari,1996,PS,Role-Playing,Sony Computer Entertainment,,0.0,0.0,0.46,0.03,0.5,False
Unit 13,2012,PSV,Shooter,Sony Computer Entertainment,Zipper Interactive,0.25,0.13,0.04,0.07,0.5,False
Picross DS,2007,DS,Puzzle,Nintendo,Jupiter Corporation,0.17,0.02,0.3,0.02,0.5,False
Beyond Good & Evil,2003,"GC, PS2, XB",Adventure,Ubisoft,,0.3,0.16,0.0,0.04,0.5,True
Earth Defense Force 2025,2013,"PS3, X360",Shooter,D3Publisher,Sandlot,0.1,0.05,0.32,0.02,0.5,True
Cars Toon: Mater's Tall Tales,2010,Wii,Misc,Disney Interactive Studios,Disney Interactive Studios,0.45,0.02,0.0,0.03,0.5,False
WinBack: Covert Operations,1999,"N64, PS2",Shooter,Midas Interactive Entertainment,Omega Force,0.31000000000000005,0.15,0.0,0.04,0.5,True
Jackass the Game,2007,"PS2, PSP",Action,Empire Interactive,Sidhe Interactive,0.23,0.19,0.0,0.09,0.5,True
Neon Genesis Evangelion,1996,"N64, SAT",Adventure,Namco Bandai Games,,0.0,0.0,0.5,0.0,0.5,True
Blue's Clues: Blue's Big Musical,2001,PS,Misc,THQ,,0.28,0.19,0.0,0.03,0.5,False
Battleborn,2016,"PC, PS4, XOne",Shooter,Take-Two Interactive,Gearbox Software,0.26,0.16,0.02,0.060000000000000005,0.49000000000000005,True
NBA 07,2006,"PS2, PS3, PSP",Sports,Sony Computer Entertainment,SCEA,0.43,0.01,0.01,0.04,0.49000000000000005,True
World Series of Poker 2008: Battle for the Bracelets,2007,"DS, PS2, PS3, PSP, X360",Misc,Activision,Left Field Productions,0.32,0.10999999999999999,0.0,0.05,0.49000000000000005,True
NHL 2K9,2008,"PS2, PS3, Wii, X360",Sports,Take-Two Interactive,Visual Concepts,0.39,0.07,0.0,0.04,0.49000000000000005,True
Resident Evil: The Mercenaries 3D,2011,3DS,Action,Capcom,Capcom,0.16,0.16,0.13,0.03,0.49,False
Grandia III,2005,PS2,Role-Playing,Square Enix,Game Arts,0.12,0.1,0.24,0.03,0.49,False
Command & Conquer 3: Tiberium Wars,2007,"PC, X360",Strategy,Electronic Arts,,0.35,0.1,0.0,0.04,0.49,True
Chicken Shoot,2007,"DS, Wii",Action,Zoo Digital Publishing,Destination Software,0.45,0.0,0.0,0.03,0.49,True
SWAT: Global Strike Team,2003,"PS2, XB",Shooter,Vivendi Games,Argonaut Games,0.29000000000000004,0.16,0.0,0.05,0.49,True
SpongeBob's Boating Bash,2010,"DS, Wii",Misc,THQ,Firebrand Games,0.37,0.07,0.0,0.04,0.49,True
Sesame Street: Elmo's Letter Adventure,1998,"N64, PS",Misc,NewKidCo,,0.31000000000000005,0.16,0.0,0.02,0.49,True
NBA 09: The Inside,2008,"PS2, PS3, PSP",Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.38,0.06,0.0,0.04,0.49,True
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,2006,PS2,Shooter,Namco Bandai Games,,0.0,0.0,0.49,0.0,0.49,False
Bravely Second: End Layer,2015,3DS,Role-Playing,Nintendo,Silicon Studio,0.17,0.1,0.18,0.03,0.49,False
Sniper: Art of Victory,2008,PC,Shooter,City Interactive,City Interactive,0.0,0.45,0.0,0.03,0.49,False
Fracture,2008,"PS3, X360",Shooter,LucasArts,Day 1 Studios,0.26,0.18000000000000002,0.0,0.06,0.49,True
Dragon Ball Z: Battle of Z,2014,"PS3, PSV, X360",Fighting,Namco Bandai Games,Artdink,0.11,0.19,0.12,0.05,0.49,True
FIFA Soccer 64,1997,N64,Sports,Electronic Arts,,0.16,0.3,0.0,0.03,0.49,False
Super Monkey Ball 3D,2011,3DS,Action,Sega,Sega,0.26,0.15,0.05,0.04,0.49,False
Ridge Racer 3D,2011,3DS,Racing,Namco Bandai Games,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,False
Tales of Legendia,2005,PS2,Role-Playing,Namco Bandai Games,Namco,0.07,0.05,0.35,0.02,0.49,False
Rock Band: Metal Track Pack,2009,"PS2, PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,0.4,0.04,0.0,0.04,0.49,True
Epic Mickey: Power of Illusion,2012,3DS,Action,Disney Interactive Studios,,0.36,0.04,0.04,0.04,0.49,False
Babysitting Mama,2010,Wii,Simulation,505 Games,Cooking Mama Limited,0.33,0.12,0.0,0.04,0.49,False
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,2001,PS2,Misc,Hudson Soft,,0.0,0.0,0.49,0.0,0.49,False
Steel Diver,2011,3DS,Action,Nintendo,Nintendo,0.31,0.09,0.05,0.03,0.49,False
Dragon Ball Z: Supersonic Warriors 2,2005,DS,Fighting,Atari,Arc System Works,0.13,0.02,0.32,0.02,0.49,False
Dead to Rights: Retribution,2010,"PS3, X360",Shooter,Namco Bandai Games,Volatile Games,0.21000000000000002,0.2,0.02,0.07,0.49,True
Ice Hockey,1980,2600,Sports,Activision,,0.46,0.03,0.0,0.01,0.49,False
Bleach: Soul Resurreccion,2011,PS3,Fighting,Nippon Ichi Software,Racjin,0.27,0.1,0.07,0.05,0.49,False
Pro Yaky? Spirits 2011,2011,"3DS, PS3, PSP",Sports,Konami Digital Entertainment,,0.0,0.0,0.49,0.0,0.49,True
Tropico 5,2014,"PC, PS4, X360",Simulation,Kalypso Media,Haemimont,0.11,0.27,0.06,0.05,0.49,True
Cars Mater-National Championship,2007,Wii,Racing,THQ,Incinerator Games,0.46,0.0,0.0,0.04,0.49,False
One Piece: Grand Battle!,2001,PS,Fighting,Atari,,0.0,0.0,0.46,0.03,0.49,False
Euro Truck Simulator,2008,PC,Simulation,Rondomedia,SCS Software,0.0,0.42,0.0,0.07,0.49,False
Asphalt 3D,2011,3DS,Racing,Ubisoft,Gameloft,0.27,0.16,0.02,0.04,0.49,False
J-League Pro Soccer Club wo Tsukurou! 2,1997,SAT,Sports,Sega,,0.0,0.0,0.49,0.0,0.49,False
Mario & Wario,1993,SNES,Puzzle,Nintendo,,0.0,0.0,0.49,0.0,0.49,False
Fire Emblem: Radiant Dawn,2007,Wii,Strategy,Nintendo,Intelligent Systems,0.27,0.03,0.17,0.03,0.49,False
Die Hard Trilogy 2: Viva Las Vegas,1999,PS,Action,Fox Interactive,,0.27,0.18,0.0,0.03,0.49,False
SBK Superbike World Championship,2008,"PS2, PS3, PSP, X360",Racing,Black Bean Games,Milestone S.r.l,0.2,0.26,0.0,0.03,0.49,True
Picross 3D,2009,DS,Puzzle,Nintendo,HAL Labs,0.28,0.03,0.16,0.02,0.49,False
SimCity 2000,1995,SNES,Simulation,THQ,,0.0,0.0,0.49,0.0,0.49,False
Taiko no Tatsujin: Appare Sandaime,2003,PS2,Misc,Namco Bandai Games,,0.0,0.0,0.49,0.0,0.49,False
Pokemon Art Academy ,2014,3DS,Misc,Nintendo,Headstrong Games,0.18,0.12,0.16,0.03,0.49,False
WWE Wrestlemania X8,2002,GC,Fighting,THQ,Yuke's,0.38,0.1,0.0,0.01,0.49,False
TimeSplitters: Future Perfect,2005,"GC, PS2, XB",Shooter,Electronic Arts,Free Radical Design,0.3,0.13999999999999999,0.0,0.04,0.48000000000000004,True
Tigger's Honey Hunt,2000,"N64, PS",Platform,Ubisoft,,0.32,0.15,0.0,0.02,0.48000000000000004,True
Tak: The Great Juju Challenge,2005,"DS, GBA, GC, XB",Platform,THQ,Avalanche Software,0.37999999999999995,0.1,0.0,0.01,0.48000000000000004,True
Zapper: One Wicked Cricket!,2002,"GBA, GC, PS2, XB",Platform,Infogrames,,0.32,0.14,0.0,0.02,0.48000000000000004,True
CSI: Deadly Intent,2009,"Wii, X360",Adventure,Ubisoft,Telltale Games,0.22,0.21000000000000002,0.0,0.05,0.48000000000000004,True
Mario Golf: World Tour,2014,3DS,Sports,Nintendo,Camelot Software Planning,0.15,0.13,0.17,0.03,0.48,False
All-Star Baseball 99,1998,N64,Sports,Acclaim Entertainment,,0.44,0.04,0.0,0.0,0.48,False
World of Outlaws: Sprint Cars 2002,2002,PS2,Racing,Ignition Entertainment,Ratbag,0.23,0.18,0.0,0.06,0.48,False
MotorStorm: Apocalypse,2011,PS3,Racing,Sony Computer Entertainment,Evolution Studios,0.21,0.19,0.0,0.08,0.48,False
Monster Hunter G,2005,"PS2, Wii",Role-Playing,Capcom,,0.0,0.0,0.48,0.0,0.48,True
Scene It? Lights Camera Action,2007,X360,Misc,Microsoft Game Studios,"Screenlife Games, WXP",0.43,0.01,0.0,0.04,0.48,False
Jake Power: Fireman,2008,DS,Adventure,Ubisoft,Magic Pockets,0.08,0.35,0.0,0.05,0.48,False
Madagascar: Operation Penguin,2005,GBA,Action,Activision,Vicarious Visions,0.35,0.13,0.0,0.01,0.48,False
The Legend of the Mystical Ninja,1991,SNES,Adventure,Konami Digital Entertainment,,0.0,0.0,0.48,0.0,0.48,False
Theme Park Roller Coaster,2000,PS2,Strategy,Electronic Arts,Bullfrog Productions,0.23,0.18,0.0,0.06,0.48,False
Yu-Gi-Oh! Forbidden Memories (JP sales),1999,PS,Role-Playing,Konami Digital Entertainment,,0.0,0.0,0.45,0.03,0.48,False
Pictionary: Ultimate Edition,2011,"PS3, X360",Misc,THQ,Page 44 Studios,0.31,0.11,0.0,0.05,0.48,True
Rock Band Unplugged,2009,PSP,Misc,MTV Games,"Harmonix Music Systems, Backbone Entertainment",0.24,0.14,0.0,0.1,0.48,False
You're in the Movies,2008,X360,Misc,Microsoft Game Studios,Zoe Mode,0.27,0.17,0.0,0.05,0.48,False
Millipede,1983,2600,Shooter,Atari,,0.45,0.03,0.0,0.01,0.48,False
Children of Mana,2006,DS,Role-Playing,Nintendo,Nex Entertainment,0.16,0.01,0.29,0.01,0.48,False
Majin and the Forsaken Kingdom,2010,"PS3, X360",Adventure,Namco Bandai Games,Game Republic,0.23,0.16,0.01,0.060000000000000005,0.48,True
Jeopardy!,2003,PS2,Misc,Atari,,0.24,0.18,0.0,0.06,0.48,False
Destroy All Humans! 2,2006,PS2,Action,THQ,,0.4,0.02,0.0,0.07,0.48,False
The Godfather (JP sales),2006,"PS2, X360",Action,Electronic Arts,,0.39,0.02,0.01,0.06,0.48,True
Grand Prix,1981,2600,Racing,Activision,,0.45,0.03,0.0,0.0,0.48,False
Star Wars Jedi Knight: Jedi Academy,2003,"PC, XB",Shooter,Activision,Raven Software,0.34,0.13,0.0,0.02,0.48,True
Football Manager Handheld 2009,2008,PSP,Sports,Sega,,0.0,0.47,0.0,0.02,0.48,False
Star Trek: The Game,2013,"PC, PS3, X360",Action,Namco Bandai Games,,0.22,0.19999999999999998,0.0,0.06,0.48,True
Harvest Moon 64,1999,N64,Simulation,Pack In Soft,,0.25,0.06,0.11,0.06,0.48,False
Need for Speed: Porsche Unleashed,2004,GBA,Racing,Zoo Digital Publishing,Pocketeers,0.35,0.13,0.0,0.01,0.48,False
Arctic Thunder,2001,"PS2, XB",Racing,Midway Games,Inland Productions,0.26,0.16,0.0,0.05,0.48,True
Persona 5,2016,"PS3, PS4",Role-Playing,Atlus,Atlus,0.0,0.0,0.48,0.0,0.48,True
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,"PS2, PS3, PSP",Sports,Konami Digital Entertainment,,0.0,0.0,0.48,0.0,0.48,True
Cabela's Deer Hunt 2005 Season,2004,"PS2, XB",Sports,Activision,Sand Grain Studios,0.27,0.16,0.0,0.05,0.48,True
NCAA GameBreaker 2001,2000,"PS, PS2",Sports,Sony Computer Entertainment,989 Sports,0.25,0.18,0.0,0.04,0.48,True
Evil Dead: Fistfull of Boomstick,2003,"PS2, XB",Action,THQ,,0.26,0.16999999999999998,0.0,0.05,0.48,True
Where the Wild Things Are,2009,"DS, PS3, Wii, X360",Platform,Warner Bros. Interactive Entertainment,Griptonite Games,0.41999999999999993,0.01,0.0,0.04,0.48,True
Scrabble 2007 Edition,2007,DS,Puzzle,Ubisoft,,0.0,0.47,0.0,0.0,0.48,False
Warriors Orochi 2,2008,"PS2, PSP, X360",Action,Tecmo Koei,Omega Force,0.16,0.05,0.23,0.03,0.48,True
NFL Xtreme 2,1999,PS,Sports,989 Studios,,0.27,0.18,0.0,0.03,0.48,False
Ultimate I Spy,2008,Wii,Adventure,Scholastic Inc.,"Scholastic, Inc.",0.45,0.0,0.0,0.03,0.48,False
Midnight Club: Street Racing,2001,GBA,Racing,Rebellion,Angel Studios,0.34,0.13,0.0,0.01,0.48,False
Hunter: The Reckoning,2002,"GC, XB",Action,Interplay,High Voltage Software,0.36000000000000004,0.1,0.0,0.01,0.48,True
Puzzle & Dragons Z + Super Mario Bros. Edition,2015,3DS,Puzzle,Nintendo,,0.06,0.07,0.34,0.01,0.48,False
Wu-Tang: Shaolin Style,1998,PS,Fighting,Activision,,0.27,0.18,0.0,0.03,0.48,False
Fortune Street,2011,Wii,Misc,Nintendo,Marvelous AQL,0.25,0.03,0.17,0.02,0.48,False
Dynasty Warriors 5 Empires,2006,"PS2, X360",Action,Tecmo Koei,Omega Force,0.22,0.09999999999999999,0.12,0.04,0.47000000000000003,True
One Piece: Unlimited World Red,2014,"PS3, PSV, WiiU",Action,Namco Bandai Games,Ganbarion,0.12,0.18000000000000002,0.12000000000000001,0.06,0.47000000000000003,True
NHL Hitz 20-03,2002,"GC, PS2, XB",Sports,Midway Games,Midway,0.28,0.15,0.0,0.04,0.47000000000000003,True
Resident Evil Zero,2016,"PC, PS4, XOne",Action,Capcom,,0.16000000000000003,0.2,0.05,0.060000000000000005,0.47000000000000003,True
Jikkyou Powerful Pro Yakyuu 2010,2010,"PS3, PSP",Sports,Konami Digital Entertainment,,0.0,0.0,0.47000000000000003,0.0,0.47000000000000003,True
FIFA Street,2005,"GC, PS2, XB",Sports,Electronic Arts,EA Canada,0.26999999999999996,0.15,0.0,0.04,0.47000000000000003,True
Samurai Shodown,1993,"NG, SNES",Fighting,SNK,,0.0,0.0,0.47000000000000003,0.0,0.47000000000000003,True
Razor Freestyle Scooter,1999,"GBA, PS",Sports,Ubisoft,Shaba Games,0.27,0.17,0.0,0.03,0.47000000000000003,True
MX SuperFly featuring Ricky Carmichael,2002,"GC, PS2, XB",Racing,THQ,,0.28,0.15,0.0,0.04,0.47,True
NHL 97,1996,PS,Sports,Electronic Arts,,0.26,0.18,0.0,0.03,0.47,False
Metal Gear Solid: The Twin Snakes,2004,GC,Action,Konami Digital Entertainment,Silicon Knights,0.3,0.08,0.07,0.01,0.47,False
Viva Pinata: Trouble in Paradise,2008,X360,Simulation,Microsoft Game Studios,Rare Ltd.,0.16,0.25,0.01,0.05,0.47,False
Clash of the Titans,2010,"PS3, X360",Action,Namco Bandai Games,Game Republic,0.16999999999999998,0.21,0.01,0.07,0.47,True
Karate,,2600,Fighting,Ultravision,,0.44,0.03,0.0,0.0,0.47,False
Quest 64,1998,N64,Role-Playing,Konami Digital Entertainment,,0.38,0.08,0.0,0.01,0.47,False
Nickelodeon Party Blast,2002,"GC, XB",Misc,Atari,Data Design Interactive,0.35,0.1,0.0,0.02,0.47,True
Jikkyou Powerful Pro Baseball 2016,2016,"PS3, PS4, PSV",Sports,Konami Digital Entertainment,,0.0,0.0,0.47,0.0,0.47,True
The Sims 2: Pets,2007,Wii,Simulation,Electronic Arts,Maxis,0.41,0.02,0.0,0.04,0.47,False
Hamsterz Life,2006,DS,Action,Ubisoft,Digital Kids,0.43,0.01,0.0,0.04,0.47,False
Bomberman Hero,1998,N64,Platform,Nintendo,,0.27,0.06,0.08,0.05,0.47,False
Doom 64,1997,N64,Shooter,Midway Games,,0.38,0.08,0.0,0.01,0.47,False
All-Star Baseball 2005,,"PS2, XB",Sports,Unknown,Acclaim,0.27,0.15,0.0,0.05,0.47,True
"Warhammer 40,000: Dawn of War II",2009,PC,Strategy,THQ,Relic,0.0,0.45,0.0,0.02,0.47,False
Bigfoot: Collision Course,2008,"DS, Wii",Racing,Zoo Digital Publishing,Destination Software,0.44,0.0,0.0,0.03,0.47,True
Inazuma Eleven Go 2: Chrono Stone,2012,3DS,Role-Playing,Level 5,,0.0,0.01,0.46,0.0,0.47,False
World Soccer Winning Eleven 8: Liveware Evolution,2005,PS2,Sports,Konami Digital Entertainment,,0.0,0.0,0.47,0.0,0.47,False
LEGO Legends of Chima: Laval's Journey,2013,"3DS, DS, PSV",Adventure,Warner Bros. Interactive Entertainment,TT Games,0.19,0.22,0.0,0.06,0.47,True
Aggressive Inline,2002,"GC, PS2, XB",Sports,Acclaim Entertainment,"Z-Axis, Ltd.",0.26,0.15000000000000002,0.0,0.04,0.47,True
Frogger's Adventures: The Rescue,2003,"GC, PS2",Platform,Konami Digital Entertainment,Konami,0.28,0.15,0.0,0.04,0.47,True
Crazy Taxi: Fare Wars,2007,PSP,Racing,Sega,Sega,0.1,0.22,0.02,0.12,0.47,False
Valkyrie Profile 2: Silmeria,2006,PS2,Role-Playing,Square Enix,Tri-Ace,0.04,0.03,0.39,0.01,0.47,False
Downhill Domination,2003,PS2,Racing,Codemasters,Incognito Inc.,0.23,0.18,0.0,0.06,0.47,False
Super Puyo Puyo 2,1995,SNES,Puzzle,Compile,,0.0,0.0,0.47,0.0,0.47,False
Dead or Alive 4,2005,X360,Fighting,Tecmo Koei,Team Ninja,0.3,0.03,0.1,0.03,0.47,False
ICO,2001,PS2,Action,Sony Computer Entertainment,SCE Japan Studio,0.23,0.18,0.0,0.06,0.47,False
Kong: The 8th Wonder of the World,2005,GBA,Action,Ubisoft,Ubisoft,0.33,0.12,0.0,0.01,0.47,False
Emergency Heroes,2008,Wii,Racing,Ubisoft,"Ubisoft Barcelona, Ubisoft Reflections",0.14,0.27,0.0,0.05,0.47,False
Dance Dance Revolution: Mario Mix,2005,GC,Misc,Nintendo,Hudson,0.36,0.09,0.0,0.01,0.47,False
MTV Music Generator,1999,PS,Misc,Codemasters,,0.26,0.18,0.0,0.03,0.47,False
Silent Hill: Shattered Memories,2009,Wii,Action,Konami Digital Entertainment,"Climax Group, Climax Studios",0.22,0.19,0.01,0.05,0.47,False
Alien Trilogy,1996,PS,Shooter,Acclaim Entertainment,,0.24,0.16,0.04,0.03,0.47,False
